RecipeID,Recipe_Name,Ingredients,Cooking_Method,Total_Calories_per_Serving,Total_Protein_g,Total_Fat_g,Total_Carbs_g,Total_Fiber_g,Total_Vit_A_IU,Total_Vit_C_mg,Total_Vit_D_ug,Total_Vit_E_mg,Total_Iron_mg,Total_Calcium_mg,Total_Potassium_mg,Dosha_Suitability,Linked_FoodIDs
R00268,Recipe_268_Salad,"F004734:50,F009540:75,F000588:50,F001211:15,F000234:20",Raw,747.7,42.24,50.22,43.16,7.82,1570.0,67.19,10.37,9.7,20.08,493.32,1067.71,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004734,F009540,F000588,F001211,F000234"
R00269,Recipe_269_Stirfry,"F003987:15,F004891:5,F000491:60,F001051:30,F000148:60,F003821:100,F008206:75",Pressure Cooked,1147.0,33.5,78.86,70.74,13.1,1472.21,170.64,13.76,12.88,23.29,690.03,1292.52,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F003987,F004891,F000491,F001051,F000148,F003821,F008206"
R00270,Recipe_270_Pulao,"F009172:15,F002843:60,F008663:25,F007995:10,F003996:25,F003883:50,F007717:40",Roasted,735.4,16.07,60.14,44.18,14.32,1710.55,88.23,5.39,5.96,23.03,621.44,723.06,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F009172,F002843,F008663,F007995,F003996,F003883,F007717"
R00271,Recipe_271_Pulao,"F000134:25,F008806:30,F006480:100,F005385:25",Grilled,352.0,28.02,22.36,20.64,2.06,719.07,88.18,9.24,4.64,7.54,430.7,689.31,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F000134,F008806,F006480,F005385"
R00272,Recipe_272_Dal,"F005162:10,F005399:40",Fermented,122.2,9.68,6.8,3.2,0.0,264.5,13.78,3.48,1.68,6.59,131.02,165.84,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,"F005162,F005399"
R00273,Recipe_273_Stew,"F002775:25,F002655:30,F004309:5,F003782:10,F000809:40,F007606:10",Raw,186.8,5.98,2.12,39.27,2.37,819.9,40.69,5.26,7.24,8.3,239.88,391.84,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F002775,F002655,F004309,F003782,F000809,F007606"
R00274,Recipe_274_Salad,"F006838:100,F009645:40,F002261:5,F006807:20",Boiled,466.2,12.7,12.84,85.23,6.57,1458.33,109.84,4.65,8.48,8.57,195.76,794.52,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F006838,F009645,F002261,F006807"
R00275,Recipe_275_Salad,"F002264:40,F007729:15,F009885:40,F007671:50,F002784:30",Sauteed,311.6,15.58,4.63,45.44,5.63,1519.84,90.71,3.96,10.02,15.81,373.59,462.17,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F002264,F007729,F009885,F007671,F002784"
R00276,Recipe_276_Kheer,"F002300:10,F008023:100,F008248:20,F009660:100,F008715:20,F009856:5,F006289:100",Grilled,1423.8,55.58,116.59,81.55,25.97,2421.07,158.26,12.78,20.44,24.34,761.23,1089.09,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F002300,F008023,F008248,F009660,F008715,F009856,F006289"
R00277,Recipe_277_Raita,"F008500:100,F001141:50,F009025:100,F007990:10,F006883:25,F008925:75",Steamed,891.0,14.82,88.88,38.45,3.85,2292.57,165.87,17.44,21.24,17.58,691.08,682.39,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F008500,F001141,F009025,F007990,F006883,F008925"
R00278,Recipe_278_Curry,"F008708:60,F002913:20,F008219:40,F008073:25,F001861:20,F002827:10",Fried,441.4,20.24,23.8,54.12,2.7,725.73,105.41,9.72,5.74,14.95,329.54,943.96,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F008708,F002913,F008219,F008073,F001861,F002827"
R00279,Recipe_279_Stew,"F000632:10,F005472:100,F006852:25,F000252:30,F007546:100,F009392:15,F005455:10,F007849:5",Pressure Cooked,1016.0,39.42,27.74,160.44,36.39,1277.79,169.72,9.55,18.34,19.94,252.01,851.91,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F000632,F005472,F006852,F000252,F007546,F009392,F005455,F007849"
R00280,Recipe_280_Chutney,"F009392:30,F008702:60,F008416:25,F004661:25,F003532:75,F009713:30",Raw,474.5,19.97,28.25,64.01,9.39,1665.93,129.98,9.1,10.54,12.67,449.81,1033.44,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F009392,F008702,F008416,F004661,F003532,F009713"
R00281,Recipe_281_Raita,"F001950:5,F003380:10,F009104:5,F004232:25,F002034:20,F001617:10,F007071:25,F005446:40",Sauteed,444.9,6.6,31.29,19.32,6.41,459.48,43.73,4.04,5.87,11.28,349.16,538.35,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F001950,F003380,F009104,F004232,F002034,F001617,F007071,F005446"
R00282,Recipe_282_Dal,"F002781:20,F003793:20,F005891:20,F002803:75",Steamed,352.3,7.9,32.13,31.67,7.7,615.08,68.47,1.99,10.14,7.93,267.56,796.44,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F002781,F003793,F005891,F002803"
R00283,Recipe_283_Wrap,"F008510:20,F005536:75,F005216:15,F008420:25,F004951:30,F000895:5,F001450:75,F009874:60",Fried,1116.6,41.34,91.13,77.5,33.28,1909.07,124.79,9.14,12.04,22.33,678.9,829.77,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F008510,F005536,F005216,F008420,F004951,F000895,F001450,F009874"
R00284,Recipe_284_Salad,"F004233:30,F008934:100",Fried,762.5,19.9,75.36,29.0,10.7,316.76,81.11,5.2,6.5,12.72,304.25,657.67,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F004233,F008934"
R00285,Recipe_285_Pulao,"F004963:20,F009625:40,F002991:10",Sauteed,106.8,7.86,3.03,4.45,0.53,399.49,44.36,3.48,1.28,7.47,90.61,148.25,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F004963,F009625,F002991"
R00286,Recipe_286_Kheer,"F005897:5,F001244:40",Roasted,28.6,1.3,0.96,14.62,0.06,371.39,9.43,2.63,1.13,0.32,108.54,269.51,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F005897,F001244"
R00287,Recipe_287_Curry,"F009727:40,F005196:25,F006411:50,F009041:60",Baked,298.2,14.4,14.68,33.16,6.98,627.72,78.76,10.37,7.58,8.2,511.21,816.36,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F009727,F005196,F006411,F009041"
R00288,Recipe_288_Wrap,"F007399:10,F007197:25,F006150:75,F001945:75",Fried,991.9,19.11,80.24,55.37,15.26,1414.34,93.96,6.22,6.59,14.67,565.91,670.06,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F007399,F007197,F006150,F001945"
R00289,Recipe_289_Stew,"F000779:5,F006942:20,F000950:15,F009549:25",Fermented,112.4,6.32,1.91,22.88,3.53,260.7,37.73,2.45,3.15,3.85,203.04,231.77,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F000779,F006942,F000950,F009549"
R00290,Recipe_290_Curry,"F004418:20,F004644:75,F000315:50,F009930:25",Baked,231.0,14.12,3.22,42.88,10.32,970.5,47.32,9.12,9.71,14.66,262.46,800.97,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F004418,F004644,F000315,F009930"
R00291,Recipe_291_Stew,"F003954:50,F006232:40,F005792:15,F007993:10,F008201:50,F004616:60,F006472:25,F002245:40",Steamed,655.0,7.09,55.47,28.98,4.24,1645.22,126.79,10.29,11.1,25.97,501.03,862.58,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F003954,F006232,F005792,F007993,F008201,F004616,F006472,F002245"
R00292,Recipe_292_Wrap,"F009897:100,F004971:15,F003684:100,F007952:30",Roasted,597.8,29.0,49.64,3.9,1.6,1446.67,73.44,5.83,9.98,15.82,398.24,875.05,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F009897,F004971,F003684,F007952"
R00293,Recipe_293_Curry,"F003351:15,F007297:10",Boiled,52.7,3.64,3.64,6.9,4.24,266.43,10.84,1.06,1.42,1.15,76.77,52.54,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F003351,F007297"
R00294,Recipe_294_Kheer,"F003094:10,F003942:15",Slow Cooked,103.7,4.86,6.7,7.59,1.76,207.13,7.78,0.84,0.78,2.41,83.36,122.66,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F003094,F003942"
R00295,Recipe_295_Stew,"F006202:20,F006373:30,F003330:40,F002741:25",Raw,289.6,9.18,5.14,36.36,8.78,315.82,57.55,5.5,3.99,11.97,160.39,569.51,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F006202,F006373,F003330,F002741"
R00296,Recipe_296_Stew,"F000843:60,F002719:75,F006221:100,F005096:20,F009965:30,F002177:10,F004400:30,F003226:50",Grilled,1243.8,33.33,44.48,114.35,21.27,1583.04,133.46,17.67,23.07,48.54,719.5,1804.35,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F000843,F002719,F006221,F005096,F009965,F002177,F004400,F003226"
R00297,Recipe_297_Salad,"F007383:60,F004220:50,F007758:30",Sauteed,364.0,14.55,36.95,8.45,1.4,728.13,58.56,4.3,5.48,7.56,116.64,867.21,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F007383,F004220,F007758"
R00298,Recipe_298_Wrap,"F000408:5,F002098:40,F000737:60,F003294:75,F004032:20",Slow Cooked,341.7,19.28,20.29,36.5,16.44,1127.65,67.22,5.76,8.36,17.88,379.26,426.71,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F000408,F002098,F000737,F003294,F004032"
R00299,Recipe_299_Raita,"F004883:50,F007852:30,F001878:75,F001613:75",Boiled,494.0,30.92,17.95,66.42,2.24,1430.5,110.61,5.38,14.17,11.56,242.49,1307.76,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F004883,F007852,F001878,F001613"
R00300,Recipe_300_Wrap,"F004583:40,F005412:20,F000597:100",Fried,667.7,19.58,61.66,34.48,11.42,1217.03,25.85,11.9,4.02,17.61,196.22,242.82,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F004583,F005412,F000597"
R00301,Recipe_301_Kheer,"F001620:10,F007611:10",Sauteed,24.2,1.72,2.0,0.35,0.48,194.04,12.53,0.81,1.06,1.85,48.14,76.98,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F001620,F007611"
R00302,Recipe_302_Wrap,"F000343:20,F009188:100",Grilled,572.6,20.8,54.96,35.98,12.3,696.02,14.97,4.06,2.09,5.17,269.62,345.49,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F000343,F009188"
R00303,Recipe_303_Chutney,"F008029:10,F008589:100,F005143:40,F005101:20,F005190:50,F001154:30,F004890:30,F007331:50",Boiled,476.0,22.07,5.83,89.6,10.28,1997.13,185.97,15.47,10.04,21.94,489.78,1596.55,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F008029,F008589,F005143,F005101,F005190,F001154,F004890,F007331"
R00304,Recipe_304_Dal,"F005376:15,F005730:25,F006692:40,F004522:50,F004924:5,F000097:60,F002090:15,F001332:100",Slow Cooked,467.7,38.94,33.23,59.82,5.99,1510.09,142.84,9.42,13.18,22.69,961.41,1364.33,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F005376,F005730,F006692,F004522,F004924,F000097,F002090,F001332"
R00305,Recipe_305_Dal,"F003017:20,F009242:5,F004170:30,F004678:10,F002959:10",Fermented,152.7,7.38,8.23,13.8,4.21,552.86,23.14,2.06,5.2,5.37,133.64,330.06,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F003017,F009242,F004170,F004678,F002959"
R00306,Recipe_306_Pulao,"F006932:75,F004309:75,F003975:40,F004325:40,F001480:30,F002685:25,F007301:40",Fermented,1162.3,16.98,97.29,58.36,7.4,1375.45,93.46,13.96,15.33,25.1,838.68,1606.6,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F006932,F004309,F003975,F004325,F001480,F002685,F007301"
R00307,Recipe_307_Curry,"F002676:25,F004324:50,F005750:30,F008367:25,F009122:15,F009750:30,F006848:100,F007742:40",Baked,977.2,36.39,71.19,69.53,4.34,1904.58,75.35,12.73,11.96,25.95,667.42,1491.3,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F002676,F004324,F005750,F008367,F009122,F009750,F006848,F007742"
R00308,Recipe_308_Salad,"F005059:40,F000879:25,F004410:30,F002805:75,F003647:50",Pressure Cooked,161.4,16.1,7.85,27.55,2.44,1468.21,89.64,3.42,10.6,21.14,482.57,863.85,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F005059,F000879,F004410,F002805,F003647"
R00309,Recipe_309_Pulao,"F000295:50,F002580:40,F003789:100,F009639:20,F006493:100,F005790:5",Baked,1134.8,41.54,64.81,100.98,28.22,1230.8,169.43,6.96,21.38,17.33,635.33,1190.74,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F000295,F002580,F003789,F009639,F006493,F005790"
R00310,Recipe_310_Dal,"F002103:50,F008153:25,F007228:40,F000781:15,F001703:20,F006154:15,F002309:40",Sauteed,709.2,12.73,43.78,74.68,4.32,1630.8,105.6,8.62,8.6,12.49,331.54,735.58,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F002103,F008153,F007228,F000781,F001703,F006154,F002309"
R00311,Recipe_311_Salad,"F003249:40,F001442:75",Fermented,341.9,14.39,8.67,33.34,0.72,472.46,60.23,3.06,4.11,2.03,56.78,49.22,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F003249,F001442"
R00312,Recipe_312_Dal,"F006556:30,F007226:25,F005245:10,F008112:40,F007014:60,F009647:60,F002514:40,F001533:60",Grilled,877.5,19.1,75.13,69.92,9.28,1689.39,100.65,16.18,25.75,23.55,379.01,2194.83,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F006556,F007226,F005245,F008112,F007014,F009647,F002514,F001533"
R00313,Recipe_313_Wrap,"F009199:50,F001100:20,F004160:20,F004072:30,F007365:100,F007581:15",Fried,607.0,23.68,49.96,63.04,3.91,909.72,67.49,12.03,8.24,22.09,615.39,1109.68,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F009199,F001100,F004160,F004072,F007365,F007581"
R00314,Recipe_314_Curry,"F005725:50,F002695:5",Pressure Cooked,332.4,8.57,26.66,14.2,3.78,522.49,40.8,1.48,4.5,7.48,98.85,401.5,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F005725,F002695"
R00315,Recipe_315_Stirfry,"F009850:20,F002352:5,F005417:100,F000055:40,F004102:15",Pressure Cooked,481.2,13.46,3.73,104.14,4.2,1156.16,75.86,10.28,5.24,16.47,389.02,1175.39,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,"F009850,F002352,F005417,F000055,F004102"
R00316,Recipe_316_Stew,"F004173:60,F000228:75,F001850:30,F007417:50,F007440:60,F003925:5",Fermented,1319.3,29.66,85.65,109.28,9.44,1409.54,89.08,3.48,19.24,16.65,689.31,1470.85,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004173,F000228,F001850,F007417,F007440,F003925"
R00317,Recipe_317_Stirfry,"F002901:10,F005298:60,F006700:5",Raw,113.3,10.65,7.58,2.47,0.65,85.15,14.57,5.14,5.15,4.58,169.23,399.91,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F002901,F005298,F006700"
R00318,Recipe_318_Dal,"F000076:40,F004611:40",Baked,99.1,3.76,0.76,7.52,1.4,446.98,46.77,1.86,3.32,6.78,180.01,158.76,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F000076,F004611"
R00319,Recipe_319_Raita,"F001840:15,F005037:25,F005196:20,F001078:10,F003170:60,F003757:60,F007236:50,F003841:5",Raw,796.0,23.86,44.06,86.84,9.23,1445.58,117.61,6.11,13.53,18.0,306.78,836.25,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F001840,F005037,F005196,F001078,F003170,F003757,F007236,F003841"
R00320,Recipe_320_Kheer,"F005419:40,F001256:75,F009421:60,F000470:100,F008986:30",Fried,729.1,33.87,22.73,17.22,5.94,644.31,93.38,12.96,16.22,25.8,809.85,589.3,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F005419,F001256,F009421,F000470,F008986"
R00321,Recipe_321_Kheer,"F003412:20,F007506:50",Pressure Cooked,198.0,13.83,3.52,26.1,4.95,553.01,2.65,2.32,2.01,4.37,112.41,448.74,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F003412,F007506"
R00322,Recipe_322_Chutney,"F009926:10,F001748:10,F002444:20,F000446:40,F008879:30",Pressure Cooked,361.7,18.5,28.35,24.73,8.6,490.7,60.17,3.64,5.6,9.47,133.55,450.34,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F009926,F001748,F002444,F000446,F008879"
R00323,Recipe_323_Wrap,"F006555:20,F007566:50,F001733:15,F004162:20,F000613:25,F003336:50,F001044:60,F005574:75",Steamed,1124.4,45.86,59.01,112.35,16.56,2496.33,95.79,12.24,11.06,17.98,745.08,1540.78,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F006555,F007566,F001733,F004162,F000613,F003336,F001044,F005574"
R00324,Recipe_324_Chutney,"F005742:60,F008250:5,F007815:20",Roasted,134.0,3.94,7.39,9.82,6.24,549.69,30.34,5.91,6.26,4.55,171.35,126.98,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F005742,F008250,F007815"
R00325,Recipe_325_Curry,"F003739:100,F001104:75,F006288:60,F007579:15",Boiled,278.9,11.22,20.73,59.36,2.94,881.57,101.57,7.02,12.32,13.66,492.23,1341.91,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F003739,F001104,F006288,F007579"
R00326,Recipe_326_Chutney,"F002907:75,F007427:30,F000850:15",Raw,117.0,4.28,2.31,25.02,4.68,123.71,56.34,2.9,4.06,14.95,394.28,374.11,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F002907,F007427,F000850"
R00327,Recipe_327_Curry,"F000782:20,F004897:40",Grilled,105.9,5.62,0.48,28.88,1.24,331.33,14.89,3.25,1.56,6.59,154.39,154.89,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F000782,F004897"
R00328,Recipe_328_Dal,"F006721:100,F003428:75,F004773:20",Steamed,1082.9,5.54,95.18,11.09,1.52,1190.82,59.97,12.72,10.37,11.73,506.34,769.84,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F006721,F003428,F004773"
R00329,Recipe_329_Chutney,"F002541:75,F009287:20,F004848:100,F007460:20,F009357:20,F004982:5,F004286:10,F001715:5",Grilled,778.3,18.68,29.6,73.96,18.99,983.32,94.84,13.01,14.25,17.91,638.98,801.44,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F002541,F009287,F004848,F007460,F009357,F004982,F004286,F001715"
R00330,Recipe_330_Raita,"F004035:5,F001829:10,F001188:15,F003894:75,F000499:10,F006926:15,F001434:60",Fermented,1024.4,14.52,90.34,43.14,17.6,1002.96,78.88,7.72,10.72,7.32,395.94,385.12,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F004035,F001829,F001188,F003894,F000499,F006926,F001434"
R00331,Recipe_331_Curry,"F002493:40,F001172:10",Raw,27.2,0.94,0.31,10.54,1.63,329.2,33.79,2.16,2.27,4.16,112.26,263.92,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002493,F001172"
R00332,Recipe_332_Salad,"F001183:25,F006639:25,F007082:10,F000127:20",Fried,166.5,8.9,2.69,25.23,1.33,661.47,43.43,2.49,3.39,6.76,150.91,308.85,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F001183,F006639,F007082,F000127"
R00333,Recipe_333_Chutney,"F007103:75,F008304:5,F000173:15,F001998:75,F004632:10,F009064:30",Steamed,349.2,13.57,17.18,51.66,6.64,897.23,62.49,10.69,11.54,12.77,414.73,953.0,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F007103,F008304,F000173,F001998,F004632,F009064"
R00334,Recipe_334_Kheer,"F003858:50,F006091:30,F002943:60,F008946:25,F006306:30,F002553:10",Roasted,457.0,17.04,11.72,71.57,21.49,1168.91,109.92,7.21,11.52,12.29,190.05,569.25,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F003858,F006091,F002943,F008946,F006306,F002553"
R00335,Recipe_335_Stew,"F006007:5,F005881:15,F005931:100,F002071:25,F002589:5,F003593:75,F005075:10",Grilled,209.5,10.79,6.91,37.67,3.1,1847.37,77.18,3.85,14.01,10.24,567.0,972.57,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F006007,F005881,F005931,F002071,F002589,F003593,F005075"
R00336,Recipe_336_Stirfry,"F001521:40,F005656:25,F008093:25,F009120:10,F008339:40",Raw,547.0,4.76,42.93,35.99,6.9,794.29,53.86,4.42,5.93,15.23,200.8,430.47,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F001521,F005656,F008093,F009120,F008339"
R00337,Recipe_337_Kheer,"F009817:15,F009226:30,F003751:60,F003727:5,F006165:10",Grilled,288.9,16.86,4.84,42.36,7.02,770.36,30.91,2.58,5.48,14.42,313.86,228.48,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F009817,F009226,F003751,F003727,F006165"
R00338,Recipe_338_Salad,"F008586:25,F002677:50,F005350:100,F003013:75,F006007:20",Grilled,746.5,39.61,12.7,96.76,8.3,1147.08,102.43,5.53,11.74,22.69,456.79,908.62,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F008586,F002677,F005350,F003013,F006007"
R00339,Recipe_339_Pulao,"F001609:40,F001390:75,F002821:75,F007905:60,F007641:30",Roasted,428.4,19.82,49.9,15.96,6.46,1112.66,119.93,15.35,11.92,24.73,563.11,1387.14,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F001609,F001390,F002821,F007905,F007641"
R00340,Recipe_340_Wrap,"F006454:40,F005163:60,F007249:30",Slow Cooked,357.6,11.21,4.05,87.86,2.42,501.13,69.91,5.85,11.24,12.48,357.77,422.44,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F006454,F005163,F007249"
R00341,Recipe_341_Stew,"F001642:50,F006527:10",Fermented,47.7,1.52,1.74,9.1,4.31,428.52,44.65,4.09,3.9,2.36,73.48,289.45,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F001642,F006527"
R00342,Recipe_342_Pulao,"F002366:40,F009052:60,F003374:30,F009520:60,F004727:15,F005269:20,F006881:75,F007955:60",Sauteed,601.6,38.25,32.42,31.28,4.61,1954.3,179.41,16.65,17.71,30.31,805.7,1100.6,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002366,F009052,F003374,F009520,F004727,F005269,F006881,F007955"
R00343,Recipe_343_Stew,"F005854:30,F004870:15,F007778:25,F008221:30,F006056:75,F005394:20,F008053:75",Raw,1018.8,29.16,84.08,51.44,20.01,2325.84,76.16,13.27,22.32,23.7,566.22,1512.91,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F005854,F004870,F007778,F008221,F006056,F005394,F008053"
R00344,Recipe_344_Raita,"F004860:40,F001835:50",Fermented,299.8,11.94,20.86,26.75,3.3,363.86,44.83,0.36,1.78,8.45,158.6,339.57,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F004860,F001835"
R00345,Recipe_345_Stew,"F000548:30,F007952:15,F004640:10,F007351:15",Roasted,457.8,1.68,44.45,5.49,1.94,232.27,44.35,1.89,4.19,5.73,136.11,265.15,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F000548,F007952,F004640,F007351"
R00346,Recipe_346_Stew,"F004528:60,F003328:30,F002858:25,F004517:30,F009075:10,F007485:30",Steamed,962.8,9.44,91.25,28.94,5.19,733.19,72.18,3.98,7.77,9.55,374.48,1030.39,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004528,F003328,F002858,F004517,F009075,F007485"
R00347,Recipe_347_Stew,"F008116:25,F007074:20",Steamed,28.8,1.41,1.04,9.1,0.72,290.25,16.01,1.73,4.14,0.75,20.72,225.61,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F008116,F007074"
R00348,Recipe_348_Dal,"F009122:60,F009242:30",Baked,56.0,1.8,0.42,20.88,1.74,846.85,32.86,4.77,1.52,3.43,96.82,398.95,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F009122,F009242"
R00349,Recipe_349_Wrap,"F001227:60,F000794:75",Slow Cooked,153.9,17.16,16.53,4.95,0.0,230.29,101.18,8.39,8.22,13.41,429.73,617.02,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F001227,F000794"
R00350,Recipe_350_Wrap,"F005015:100,F009146:60,F001802:10",Pressure Cooked,913.3,41.34,63.67,54.84,13.0,1169.44,39.86,8.85,7.1,16.46,125.59,473.18,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F005015,F009146,F001802"
R00351,Recipe_351_Stirfry,"F003628:5,F002225:10,F005752:30,F005684:10,F001807:5,F004489:30",Baked,219.5,14.46,10.74,22.91,1.12,353.22,27.72,4.77,1.46,6.48,144.79,268.96,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F003628,F002225,F005752,F005684,F001807,F004489"
R00352,Recipe_352_Wrap,"F008212:10,F009773:20",Fried,105.9,4.99,0.79,17.45,1.91,82.29,19.68,1.88,1.09,3.3,69.21,103.47,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F008212,F009773"
R00353,Recipe_353_Salad,"F004768:75,F009883:30,F007751:15,F008871:60,F009053:30,F008642:75,F009596:25,F005979:40",Fried,730.2,32.28,32.26,106.38,9.86,1546.05,142.33,17.4,13.47,27.05,577.11,1630.77,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F004768,F009883,F007751,F008871,F009053,F008642,F009596,F005979"
R00354,Recipe_354_Chutney,"F001049:20,F007264:15,F009485:60,F006819:40,F003044:25",Fermented,256.5,14.68,9.88,34.9,0.36,1455.42,47.69,4.37,9.56,12.37,191.27,661.38,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F001049,F007264,F009485,F006819,F003044"
R00355,Recipe_355_Wrap,"F003682:20,F008830:30,F008393:50,F007648:5,F003370:60,F008228:10,F000196:10,F001606:75",Steamed,905.8,32.94,51.82,52.67,21.9,1024.93,78.26,7.2,9.4,12.63,626.11,980.11,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F003682,F008830,F008393,F007648,F003370,F008228,F000196,F001606"
R00356,Recipe_356_Wrap,"F005409:100,F003530:75,F004704:25,F006755:50,F002088:60",Sauteed,1303.0,36.58,91.26,79.28,12.58,2356.65,86.24,12.63,16.36,22.6,459.2,846.72,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F005409,F003530,F004704,F006755,F002088"
R00357,Recipe_357_Curry,"F004675:20,F007184:100,F003991:100,F006969:30,F001385:25,F003980:50",Slow Cooked,1880.0,32.43,158.68,82.15,20.04,1433.83,138.97,8.61,15.74,24.73,699.41,1643.74,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F004675,F007184,F003991,F006969,F001385,F003980"
