FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F007581,32.5,3.8,1.3,36.1,0.0,699.46,26.66,2.18,8.16,0.413,8.67,333.43,715.77,148.46,44.14
F007582,333.8,21.9,1.9,54.6,7.8,25.36,51.51,6.04,5.48,1.222,12.03,192.01,327.78,118.36,68.33
F007583,179.4,15.3,1.3,3.7,0.0,256.69,17.98,3.56,4.37,0.503,8.42,104.49,530.25,242.34,119.36
F007584,347.6,7.8,4.0,73.3,2.8,529.32,55.65,7.2,3.06,1.073,7.52,205.86,160.03,4.09,52.73
F007585,414.2,11.1,7.8,35.4,27.0,246.4,60.61,0.86,9.1,1.102,7.04,104.59,503.39,232.04,198.26
F007586,830.1,0.0,97.1,0.0,0.0,937.13,43.95,2.7,8.82,0.622,5.85,223.49,598.81,256.09,126.35
F007587,435.0,5.8,5.6,44.9,22.3,145.4,75.25,3.01,6.98,0.473,4.33,253.39,240.64,12.93,13.39
F007588,639.4,14.5,41.0,28.6,7.2,762.96,33.98,2.03,3.91,1.028,11.2,330.21,393.46,161.68,55.97
F007589,338.0,23.9,4.3,55.0,8.7,1082.03,38.32,5.53,4.51,1.385,5.48,54.57,160.78,184.6,147.82
F007590,893.8,0.0,99.2,0.0,0.0,249.98,43.17,5.21,3.82,0.699,3.25,2.39,363.8,169.25,37.99
F007591,96.1,1.5,0.9,11.9,2.2,157.79,57.74,0.32,4.11,0.14,1.23,44.02,99.4,36.51,176.58
F007592,346.9,19.2,3.3,53.2,5.8,482.78,52.51,2.4,7.46,0.489,5.56,270.25,33.89,60.77,24.17
F007593,350.2,8.4,3.8,71.0,1.5,236.74,47.95,4.29,2.59,0.028,13.75,174.31,298.15,162.61,23.06
F007594,358.3,7.0,6.2,44.0,29.3,1002.66,56.22,5.76,0.82,0.88,1.23,83.72,781.66,251.14,76.92
F007595,602.8,21.1,44.8,15.9,11.3,640.02,15.83,4.44,8.98,0.313,12.25,191.53,642.23,132.19,184.22
F007596,424.4,5.6,7.5,41.5,20.7,824.75,70.14,2.41,4.8,0.99,2.32,31.63,113.77,142.05,15.18
F007597,333.1,10.4,14.4,33.1,29.9,164.15,10.28,7.0,1.42,0.876,2.77,244.26,254.7,228.44,54.6
F007598,31.5,0.8,0.7,9.5,1.3,83.87,2.23,4.39,7.97,0.448,4.15,150.53,724.33,225.05,88.23
F007599,344.4,22.7,3.3,55.4,9.4,1059.47,57.24,1.22,8.95,0.559,5.8,186.02,728.61,295.63,195.29
F007600,174.6,16.0,9.3,0.0,0.0,471.0,67.89,3.59,0.91,0.749,10.51,55.05,589.8,105.13,134.64
F007601,515.7,13.5,44.1,25.4,8.5,151.01,15.06,7.72,1.82,0.409,7.27,177.07,186.03,40.95,56.1
F007602,63.4,1.5,0.9,9.0,3.9,746.14,33.54,5.24,8.07,1.442,14.65,272.55,72.19,43.51,123.06
F007603,84.8,2.6,0.9,4.5,3.5,171.66,10.53,0.81,9.47,1.3,14.06,124.22,562.11,115.41,171.72
F007604,882.5,0.0,92.4,0.0,0.0,357.9,57.3,3.61,5.77,1.1,14.21,25.46,307.3,190.93,23.22
F007605,40.5,0.0,4.4,36.3,0.0,43.15,36.97,2.58,4.53,0.215,1.12,189.04,660.99,99.7,194.66
F007606,41.1,0.6,0.8,21.9,2.3,683.6,29.71,6.17,9.68,1.0,5.32,215.5,256.78,137.02,65.79
F007607,62.9,3.1,1.5,44.9,0.0,732.37,15.09,6.17,0.15,1.117,3.01,7.49,740.08,194.27,154.88
F007608,364.6,10.9,1.1,72.6,1.5,344.59,57.06,3.05,8.48,0.887,8.3,141.34,544.87,205.56,176.13
F007609,171.1,16.6,9.2,0.0,0.0,567.76,63.25,0.08,2.65,0.869,5.87,323.14,179.46,62.07,115.23
F007610,348.9,6.9,2.0,76.5,3.0,218.24,63.98,6.93,5.63,0.856,0.24,315.27,615.44,247.09,125.97
F007611,75.3,1.4,1.2,3.5,4.8,1011.53,66.26,5.2,3.75,1.344,3.92,352.5,229.89,60.27,32.14
F007612,157.5,19.0,6.7,0.0,0.0,592.7,57.18,0.77,4.62,0.241,14.01,55.22,550.89,251.58,27.18
F007613,331.4,10.5,8.7,34.2,18.9,838.2,74.61,5.34,6.55,1.125,13.36,87.68,562.54,143.81,114.06
F007614,322.9,8.3,2.3,70.6,2.8,265.94,19.66,4.34,8.45,0.764,8.29,263.85,565.19,45.4,173.35
F007615,96.2,2.1,1.0,43.6,0.0,930.65,38.98,0.22,7.52,0.068,14.21,313.11,110.57,233.71,91.28
F007616,59.7,1.8,0.9,19.0,4.7,799.01,68.85,7.66,2.59,0.637,5.62,382.93,108.78,20.88,95.39
F007617,190.4,22.9,6.8,0.0,0.0,1011.98,45.99,6.24,1.48,0.647,2.13,244.33,91.69,163.38,84.87
F007618,634.4,21.4,40.5,24.4,7.0,266.97,26.39,5.88,0.44,1.04,8.95,28.86,412.57,90.32,163.12
F007619,332.4,11.4,2.6,74.6,2.5,253.21,78.09,7.97,7.76,0.694,1.38,381.93,243.25,96.36,86.55
F007620,354.1,20.0,4.0,56.3,5.4,828.19,79.33,2.15,2.0,0.702,10.23,22.4,503.32,73.65,43.32
F007621,316.0,25.0,3.1,56.3,11.8,691.95,39.63,4.52,8.28,1.499,13.47,22.11,201.79,54.21,161.95
F007622,143.5,23.9,6.5,0.0,0.0,815.2,24.45,7.96,6.23,0.387,1.6,354.02,428.39,102.78,35.33
F007623,547.2,17.6,52.2,12.3,6.0,187.81,42.75,0.43,8.17,0.992,6.04,373.76,790.16,53.02,141.15
F007624,341.8,9.9,1.3,77.6,1.2,561.82,14.09,4.97,3.64,0.293,4.28,58.13,186.7,286.75,151.55
F007625,600.9,14.6,49.0,10.3,7.0,507.92,42.91,2.66,3.22,0.251,8.28,2.51,443.11,298.12,73.21
F007626,261.9,8.4,13.5,2.9,0.0,599.88,12.94,5.78,7.39,1.435,13.9,210.31,233.03,4.69,52.59
F007627,333.9,20.2,4.0,56.3,11.9,10.27,49.09,4.71,3.87,0.576,3.66,280.67,492.46,50.79,13.78
F007628,195.3,4.6,4.6,1.6,0.0,989.4,68.73,4.16,6.52,0.16,5.29,282.54,463.94,65.15,151.15
F007629,352.4,7.5,13.9,56.1,11.1,285.37,72.27,5.04,8.63,1.32,7.25,248.04,548.07,138.06,105.05
F007630,329.6,21.4,4.1,50.7,5.9,743.51,47.08,6.85,8.93,1.004,5.9,0.69,384.61,164.08,124.89
F007631,565.6,28.9,41.9,29.7,5.2,791.21,40.62,1.7,3.07,0.444,14.27,60.88,573.21,24.61,89.36
F007632,153.4,13.6,5.2,8.5,0.0,179.46,56.16,5.23,9.89,0.737,3.32,49.4,712.64,151.34,170.62
F007633,823.0,0.0,96.0,0.0,0.0,198.61,57.48,7.96,9.67,1.251,10.05,250.26,707.04,239.31,191.97
F007634,67.8,1.5,0.1,18.6,1.8,1199.03,56.88,3.95,6.54,1.386,8.59,371.29,702.36,27.91,40.33
F007635,158.1,16.0,16.4,0.0,0.0,228.14,41.38,4.9,1.45,0.757,6.51,355.25,684.09,59.8,42.96
F007636,336.0,10.4,3.3,75.9,1.5,383.34,34.1,6.72,4.5,0.342,1.87,263.84,473.96,229.36,189.86
F007637,192.0,20.5,10.9,4.7,0.0,744.89,65.34,6.13,0.58,0.566,4.36,5.84,238.35,147.48,175.39
F007638,80.8,1.8,0.7,12.7,1.6,6.37,59.96,3.43,0.41,0.682,14.1,377.09,288.52,161.06,27.56
F007639,52.2,0.6,0.4,7.4,3.5,243.74,18.39,3.57,9.77,1.092,3.79,299.4,577.32,14.57,169.74
F007640,448.8,9.8,13.4,54.6,18.8,1188.55,74.5,4.47,6.06,0.053,7.4,179.92,350.03,78.02,124.86
F007641,897.1,0.0,91.2,0.0,0.0,586.37,69.8,5.34,8.88,0.2,7.58,284.86,537.47,208.89,192.52
F007642,441.6,8.8,9.4,41.4,15.6,1172.4,32.06,1.79,7.1,0.331,9.81,159.52,666.78,159.21,103.27
F007643,68.9,1.7,0.2,8.1,4.5,485.69,37.52,6.82,8.0,0.767,11.75,10.08,533.69,136.66,125.2
F007644,36.4,1.8,0.8,24.0,3.6,482.73,41.05,1.21,7.79,0.805,14.3,3.08,381.71,236.03,159.75
F007645,322.9,20.9,1.7,53.7,7.6,756.6,21.45,1.66,0.61,1.495,0.96,19.13,154.87,95.58,99.29
F007646,40.2,1.2,0.3,15.9,1.3,513.9,78.13,6.9,6.44,1.465,9.28,166.38,322.72,55.02,28.87
F007647,13.9,2.0,4.1,24.3,0.0,967.96,73.51,1.69,8.63,1.131,0.92,202.21,114.64,173.02,156.51
F007648,87.4,1.9,0.9,7.8,3.1,152.46,19.81,2.96,1.71,1.013,9.64,178.1,34.19,104.9,191.33
F007649,640.9,24.0,55.9,13.2,7.3,660.65,28.49,5.66,6.64,0.646,0.89,50.16,252.68,11.21,7.16
F007650,368.8,7.7,1.1,70.1,1.0,654.53,58.88,1.09,2.71,1.445,1.95,86.42,83.79,235.76,195.87
F007651,361.2,8.4,1.2,71.7,1.2,886.08,55.33,5.31,5.6,0.925,4.73,112.37,387.78,128.38,87.16
F007652,821.1,0.0,97.0,0.0,0.0,828.01,70.5,4.0,1.38,1.372,10.0,203.95,92.79,70.16,174.4
F007653,824.4,0.0,97.3,0.0,0.0,622.26,31.16,7.08,7.46,0.865,0.18,367.61,117.48,175.61,9.15
F007654,159.4,14.6,21.2,6.2,0.0,768.18,10.76,2.08,8.45,0.18,5.82,295.9,736.0,36.2,86.9
F007655,326.1,24.3,4.3,56.6,6.1,898.29,62.7,1.65,1.21,0.461,12.3,214.75,580.14,15.96,97.28
F007656,63.3,1.3,0.2,18.4,4.5,413.86,1.01,6.4,1.11,0.763,8.75,38.56,323.0,239.68,178.58
F007657,85.6,1.0,0.9,17.2,5.7,351.26,62.56,0.35,8.63,0.95,6.48,202.66,515.58,299.76,27.67
F007658,67.1,1.0,1.2,7.1,2.8,1126.44,76.57,4.21,1.88,0.813,14.05,332.8,52.59,67.64,1.39
F007659,176.4,2.5,4.7,0.9,0.0,885.67,4.51,2.0,2.37,0.638,10.68,399.25,743.32,286.67,124.85
F007660,42.9,0.9,0.7,35.1,0.0,363.4,29.07,6.16,6.36,1.287,13.54,159.42,409.74,256.26,146.35
F007661,823.4,0.0,99.1,0.0,0.0,923.21,57.76,2.77,3.14,1.48,2.75,339.68,597.25,274.52,114.92
F007662,412.7,8.3,7.5,58.2,22.4,1152.66,79.48,3.99,6.46,0.177,9.65,334.43,673.33,25.92,0.21
F007663,131.0,8.6,11.4,3.3,0.0,1003.43,22.97,6.73,5.42,0.547,5.78,40.32,600.63,283.36,113.1
F007664,354.5,11.9,4.4,71.2,1.7,123.27,77.41,7.79,0.35,0.884,8.56,231.93,161.78,285.49,34.21
F007665,333.5,11.5,7.8,57.3,27.6,868.34,56.01,2.48,6.06,1.084,12.53,36.75,181.34,158.46,56.77
F007666,352.2,21.9,1.1,59.3,6.7,473.35,40.7,0.31,3.87,0.078,13.17,211.46,459.92,86.24,135.02
F007667,326.6,19.2,1.1,57.2,10.0,990.17,11.0,5.59,2.7,0.167,7.34,298.58,153.35,79.97,16.55
F007668,188.5,24.2,11.5,0.0,0.0,1126.16,64.51,5.97,1.49,1.45,3.7,175.81,204.49,61.76,155.16
F007669,320.1,18.9,1.5,52.6,5.8,1165.49,14.79,6.17,4.02,0.049,0.6,261.71,788.94,179.99,2.06
F007670,186.6,2.2,3.4,16.4,0.0,672.66,35.44,3.65,3.13,1.247,1.34,83.57,700.72,33.07,104.05
F007671,68.2,5.4,1.3,5.3,5.9,955.23,66.63,2.91,6.87,1.256,10.95,315.24,73.38,124.1,166.35
F007672,232.8,21.5,5.8,0.0,0.0,303.47,62.38,7.2,7.77,1.419,4.69,325.21,497.42,57.07,124.85
F007673,113.4,18.7,7.1,8.6,0.0,722.65,72.61,6.44,0.95,0.169,7.47,5.84,471.32,99.5,154.49
F007674,275.8,10.2,13.8,9.4,0.0,267.05,40.33,7.54,5.84,1.027,5.66,132.72,488.58,19.26,69.49
F007675,195.3,16.6,22.7,8.8,0.0,843.82,3.28,6.9,1.89,0.018,14.42,325.92,464.76,291.46,137.08
F007676,130.4,13.2,21.6,5.2,0.0,444.43,30.59,4.31,9.53,0.72,11.88,286.84,521.29,25.89,170.37
F007677,857.0,0.0,91.2,0.0,0.0,905.19,42.7,4.38,2.64,0.033,6.21,330.89,643.35,61.85,16.17
F007678,77.1,0.5,0.9,14.0,1.6,498.51,5.56,7.3,0.83,0.256,0.15,241.9,598.69,33.91,136.59
F007679,446.0,5.9,5.7,48.8,29.9,480.45,62.86,7.19,5.14,0.578,0.87,183.58,210.95,55.31,26.18
F007680,166.8,17.4,7.8,0.0,0.0,33.04,16.21,4.99,5.39,1.148,3.18,177.97,124.8,239.73,40.7
F007681,72.2,5.7,0.2,9.5,2.6,1008.1,20.94,6.27,9.36,0.885,6.37,52.3,574.73,222.5,4.94
F007682,367.3,9.9,14.4,31.8,29.6,180.88,21.95,2.4,1.43,0.261,12.2,233.85,199.57,282.79,83.02
F007683,55.9,2.4,0.3,15.5,3.0,598.9,56.16,2.78,6.88,0.076,8.87,84.58,579.88,236.65,140.78
F007684,334.2,23.0,3.4,59.5,7.5,125.86,23.83,6.84,6.88,0.187,0.21,275.64,675.35,72.45,83.12
F007685,52.4,3.2,3.9,32.9,0.0,912.13,78.75,3.95,0.15,1.136,8.67,351.2,727.29,168.67,118.36
F007686,251.9,10.7,5.5,43.7,28.2,917.79,77.36,3.72,8.39,1.141,5.99,173.96,414.92,233.38,94.87
F007687,112.5,3.4,3.7,2.4,0.0,1.8,52.38,4.71,7.82,1.009,11.21,74.2,61.66,249.86,165.53
F007688,361.0,8.1,5.0,73.3,2.8,13.74,12.81,5.81,0.68,1.017,9.57,243.49,550.63,281.81,161.32
F007689,875.7,0.0,99.7,0.0,0.0,265.21,23.5,7.19,2.94,0.026,3.15,215.98,242.09,150.03,13.57
F007690,165.3,7.2,19.7,7.8,0.0,594.68,59.59,5.82,0.36,0.333,7.63,262.66,308.08,218.75,194.74
F007691,75.3,1.7,0.3,21.1,2.8,149.66,51.0,6.34,6.95,0.088,4.44,398.84,569.2,167.93,165.38
F007692,84.2,5.3,0.3,10.4,3.0,948.17,66.49,4.32,6.64,0.423,0.81,366.39,713.67,5.34,118.1
F007693,120.5,17.4,19.4,2.0,0.0,237.68,70.12,6.76,3.86,0.429,12.25,319.87,119.13,283.39,11.8
F007694,33.2,0.9,1.3,9.8,0.0,443.43,50.3,7.41,3.35,1.432,10.92,256.65,253.88,61.08,87.46
F007695,513.5,10.9,56.3,15.8,6.0,690.14,34.33,5.36,6.88,0.752,13.95,200.92,492.24,161.14,103.27
F007696,339.2,5.2,14.4,39.0,21.6,945.08,46.99,3.83,6.82,1.01,14.05,83.34,759.98,249.93,14.17
F007697,815.0,0.0,96.0,0.0,0.0,262.03,77.48,6.38,5.17,0.189,6.01,114.43,706.6,140.09,66.56
F007698,864.1,0.0,92.7,0.0,0.0,1081.68,23.77,4.42,7.9,0.617,3.57,174.99,417.73,25.56,35.9
F007699,55.0,5.4,0.5,16.1,1.1,1058.17,58.74,0.65,9.02,0.243,14.89,164.88,379.7,94.93,151.78
F007700,13.9,3.1,1.0,7.0,3.2,420.91,44.88,4.68,8.83,0.041,7.82,41.87,640.25,144.3,118.86
F007701,232.8,9.4,15.3,6.0,0.0,333.19,1.52,5.62,4.32,0.337,3.96,328.77,132.43,280.35,86.11
F007702,62.5,0.9,0.6,18.6,4.0,611.73,37.22,1.39,6.56,1.146,5.14,346.51,107.41,99.47,173.04
F007703,129.3,15.3,18.8,0.0,0.0,314.83,68.95,6.28,9.57,0.426,7.53,290.67,372.16,61.15,22.94
F007704,43.3,3.1,0.9,6.6,1.6,1012.04,69.91,5.27,3.1,1.472,11.92,136.81,565.09,291.09,35.3
F007705,28.6,2.1,0.3,11.5,4.5,778.18,58.16,3.26,9.02,0.665,2.96,392.94,609.89,77.44,59.96
F007706,59.7,2.1,0.4,3.6,2.9,42.79,60.96,3.08,5.32,1.126,1.91,27.79,267.15,157.81,177.85
F007707,403.0,10.1,13.6,57.8,19.0,474.45,51.25,1.87,4.8,0.679,12.71,6.76,731.49,248.57,43.3
F007708,896.3,0.0,98.5,0.0,0.0,24.06,40.96,5.38,2.65,0.836,14.01,79.33,386.53,152.95,105.29
F007709,353.2,9.7,4.1,76.4,2.9,1159.3,23.33,3.57,1.31,1.142,4.33,75.23,13.54,259.17,104.36
F007710,142.2,28.8,8.3,0.0,0.0,854.75,71.85,4.6,3.21,0.567,13.54,274.35,614.94,282.34,194.58
F007711,250.0,9.9,14.3,44.5,16.0,732.24,7.29,4.33,2.45,0.27,2.48,273.65,208.24,87.0,10.93
F007712,14.6,1.9,1.2,17.8,1.5,623.02,47.73,4.53,0.22,0.143,13.48,383.23,179.05,281.67,29.46
F007713,299.1,4.8,14.2,3.2,0.0,474.35,5.9,7.78,0.47,1.454,7.18,268.14,690.51,29.39,138.94
F007714,366.9,11.6,1.1,71.6,1.8,948.35,45.66,5.67,2.21,0.064,0.9,305.06,58.54,287.2,34.96
F007715,136.6,21.9,14.7,0.0,0.0,9.68,74.52,6.14,6.05,0.203,13.67,77.17,382.13,222.73,29.71
F007716,855.4,0.0,93.4,0.0,0.0,259.81,37.93,1.94,8.5,0.191,7.31,76.51,795.09,42.67,69.49
F007717,313.4,8.0,9.0,50.4,18.5,518.33,9.75,0.06,1.56,0.063,10.09,272.06,654.21,79.59,77.05
F007718,18.0,4.7,0.2,9.0,4.4,202.39,66.78,4.91,3.61,0.446,6.96,4.82,571.37,175.46,17.54
F007719,73.2,1.5,0.1,25.0,4.7,145.25,18.19,5.59,7.35,0.174,4.5,238.86,488.38,105.78,81.48
F007720,315.1,10.1,5.5,43.8,21.2,692.89,58.91,4.44,2.66,1.258,6.65,313.46,596.85,259.12,2.4
F007721,86.4,1.4,1.2,40.8,0.0,884.04,68.1,7.22,1.98,1.327,12.61,229.25,528.61,55.26,124.0
F007722,342.2,8.6,3.5,72.3,1.2,547.32,6.42,0.7,0.37,0.253,0.99,399.64,682.47,154.01,14.77
F007723,336.6,8.5,3.2,73.1,1.4,367.84,24.19,2.75,8.95,1.228,12.79,338.28,508.21,87.74,148.32
F007724,351.0,8.4,3.4,71.5,1.3,765.74,53.44,4.53,3.75,0.428,6.17,79.02,710.48,193.05,156.5
F007725,508.5,13.8,47.6,11.6,6.1,447.33,21.48,4.88,1.2,0.153,13.9,312.96,346.68,106.82,41.49
F007726,42.7,0.7,0.8,9.6,4.4,185.83,57.66,7.98,2.95,0.957,5.79,149.1,337.78,30.34,177.15
F007727,11.5,2.5,4.5,26.2,0.0,41.91,77.57,4.04,8.7,0.744,4.79,96.67,450.56,122.74,24.5
F007728,271.6,5.7,13.9,48.6,26.1,1134.01,33.57,1.28,9.61,0.545,12.48,21.55,60.52,169.61,78.45
F007729,334.1,7.9,1.4,72.3,2.2,1082.6,2.38,0.39,4.99,1.05,5.52,188.8,352.89,79.9,181.23
F007730,832.1,0.0,92.9,0.0,0.0,927.16,78.95,6.0,0.34,0.507,10.65,27.16,690.91,217.99,121.23
F007731,67.9,0.4,0.4,15.1,1.1,843.26,69.16,7.57,3.57,0.569,8.16,23.84,120.07,149.13,42.7
F007732,444.3,10.3,10.2,57.0,27.4,287.74,28.91,5.26,1.79,0.733,14.24,88.14,478.03,3.37,114.48
F007733,880.9,0.0,93.4,0.0,0.0,1144.64,47.35,2.23,8.1,0.405,7.11,26.26,70.54,154.34,176.02
F007734,19.8,0.9,1.2,14.9,3.0,1112.36,10.52,3.61,4.01,0.587,6.58,28.27,37.4,164.8,54.26
F007735,335.5,10.9,4.9,71.0,1.4,120.72,11.46,3.88,2.78,1.323,14.97,310.05,167.1,127.99,52.03
F007736,351.9,10.6,10.3,32.5,22.1,608.83,79.54,0.11,6.75,1.176,13.62,208.34,192.98,215.16,63.84
F007737,346.5,7.4,2.4,75.0,2.4,1177.45,65.62,0.89,2.39,1.237,10.0,245.72,579.22,153.51,100.95
F007738,139.7,0.8,2.8,42.5,0.0,5.31,79.46,0.21,4.66,1.316,12.53,192.45,640.76,284.29,28.67
F007739,217.0,16.0,7.3,0.0,0.0,550.55,20.47,6.9,4.39,0.533,6.5,370.11,700.09,234.16,47.88
F007740,88.8,2.6,0.4,8.8,2.5,1026.86,8.24,0.6,1.28,0.919,10.41,165.65,725.01,259.19,25.44
F007741,83.1,0.9,0.3,8.5,1.6,1015.48,43.43,0.81,7.94,0.797,5.44,393.36,452.94,223.13,182.08
F007742,80.3,2.1,3.1,41.3,0.0,1012.31,53.3,5.96,3.03,1.196,14.21,242.3,218.03,213.79,66.19
F007743,55.1,4.5,0.7,5.8,4.8,1028.38,58.63,3.22,2.66,0.999,13.81,234.31,780.85,160.65,121.48
F007744,163.0,4.6,0.1,49.3,0.0,704.25,19.8,6.06,0.48,1.096,4.97,294.37,645.44,176.13,19.54
F007745,340.1,6.8,4.1,76.3,2.0,1117.55,77.37,0.06,4.11,0.883,10.51,392.66,625.13,55.12,48.01
F007746,860.0,0.0,93.4,0.0,0.0,979.53,22.89,5.17,4.29,0.574,6.9,257.04,201.34,251.69,197.78
F007747,338.3,9.4,2.2,72.8,2.6,1116.23,34.2,2.31,1.2,1.337,5.02,170.33,698.51,157.45,40.75
F007748,104.9,22.5,13.3,6.1,0.0,480.08,27.07,0.25,5.02,0.131,12.84,370.49,693.05,75.73,151.41
F007749,562.1,25.0,45.0,16.4,7.0,29.21,55.64,3.91,3.69,0.932,7.65,17.35,225.08,185.33,41.08
F007750,875.5,0.0,90.1,0.0,0.0,778.82,0.95,4.36,5.56,1.046,1.34,248.01,320.41,124.94,3.61
F007751,84.6,3.6,3.1,25.2,0.0,341.29,6.2,1.8,7.74,0.71,9.8,360.99,543.41,104.84,38.75
F007752,336.4,22.5,3.3,50.2,5.6,567.11,72.97,0.27,3.89,0.617,13.53,87.16,146.35,59.53,40.92
F007753,382.2,5.9,12.1,31.9,22.2,11.38,44.59,0.54,1.91,1.391,11.4,367.71,287.87,33.31,146.11
F007754,121.4,15.8,5.8,3.9,0.0,1193.72,70.88,2.34,7.36,0.323,13.67,350.65,642.23,229.12,69.72
F007755,339.1,20.2,4.5,53.0,8.4,319.01,5.95,7.88,7.51,0.822,13.2,326.25,478.19,248.29,147.89
F007756,884.0,0.0,90.5,0.0,0.0,415.14,78.38,1.99,1.36,0.312,9.56,131.87,610.45,100.52,90.77
F007757,532.4,28.2,50.2,19.5,6.4,1169.73,75.16,5.58,7.96,0.553,8.18,60.19,224.72,91.81,7.25
F007758,845.9,0.0,95.1,0.0,0.0,586.4,35.44,1.55,6.27,0.729,12.87,179.53,471.0,242.67,137.65
F007759,152.0,4.9,4.1,37.4,0.0,68.76,13.1,7.58,2.13,1.339,1.21,187.43,652.82,178.75,87.76
F007760,367.1,8.8,4.2,76.0,1.2,1013.28,26.2,3.91,1.54,1.431,1.91,46.88,705.1,58.51,122.27
F007761,36.3,0.7,2.8,10.4,0.0,889.4,46.76,5.19,9.23,0.41,3.52,167.39,672.12,220.49,169.5
F007762,356.6,20.1,4.4,55.6,9.5,496.2,70.45,6.73,2.07,0.598,4.37,150.26,419.58,72.73,19.44
F007763,40.7,1.6,1.4,19.7,5.6,1001.57,60.48,5.6,5.3,1.047,9.29,61.19,755.83,234.05,156.85
F007764,806.1,0.0,98.3,0.0,0.0,708.44,47.66,0.39,0.02,0.66,7.11,43.75,529.16,44.44,78.27
F007765,362.8,7.8,3.9,74.2,1.3,567.26,50.74,7.28,2.67,1.449,5.57,281.94,654.53,133.89,193.48
F007766,325.2,10.8,1.7,74.1,2.8,1113.26,47.6,4.46,3.36,1.369,11.01,281.3,330.46,83.27,57.67
F007767,612.0,18.1,49.7,12.1,10.6,71.79,60.65,1.89,3.83,0.317,6.38,224.38,314.94,183.77,28.17
F007768,203.9,29.5,9.7,0.0,0.0,403.33,19.95,0.5,1.38,1.124,1.92,184.08,442.16,159.3,67.82
F007769,303.2,19.6,1.6,57.8,5.3,394.1,36.36,3.14,9.09,1.434,10.58,180.3,435.72,80.14,64.51
F007770,123.7,18.4,8.4,0.0,0.0,662.28,20.69,7.35,6.43,0.287,6.01,59.14,37.84,116.93,30.26
F007771,578.1,13.7,51.9,27.0,6.0,378.04,47.57,0.77,2.95,0.389,2.86,391.0,651.81,197.94,75.16
F007772,246.5,3.1,22.3,5.6,0.0,496.17,8.0,4.97,8.58,0.48,2.87,157.82,434.99,214.78,85.17
F007773,403.3,9.1,6.4,45.6,15.6,832.02,15.93,2.52,8.89,1.0,14.67,370.52,281.02,83.88,20.4
F007774,325.3,6.5,3.2,75.7,2.0,594.12,38.34,3.28,7.54,0.961,8.98,215.57,75.68,102.96,197.76
F007775,150.3,2.3,4.5,10.9,0.0,882.48,10.11,5.89,2.99,0.047,3.5,259.42,152.91,9.4,47.18
F007776,562.3,11.6,43.0,20.1,6.1,1116.68,78.17,3.3,1.18,0.034,8.78,285.44,674.0,185.47,198.35
F007777,320.9,12.0,9.5,37.4,24.3,344.19,11.99,1.0,9.95,1.463,5.36,43.62,121.11,199.15,75.85
F007778,57.2,0.6,1.5,3.2,1.5,877.59,56.26,4.2,6.47,0.314,8.82,393.52,797.19,46.72,9.63
F007779,33.5,1.1,1.0,9.4,5.0,922.03,62.41,3.12,8.1,0.289,10.02,354.5,402.0,17.2,74.31
F007780,159.9,4.0,2.7,20.9,0.0,786.68,64.94,1.57,2.01,0.116,13.62,48.5,474.52,196.11,19.02
F007781,415.5,6.5,12.9,42.2,23.2,1193.76,41.38,7.79,9.19,0.532,11.12,124.15,528.59,153.68,3.91
F007782,324.7,10.4,4.9,74.3,2.7,278.72,31.84,0.35,8.86,0.875,6.94,367.36,178.09,14.86,6.2
F007783,345.9,22.1,3.8,54.0,7.3,59.61,41.31,0.56,4.0,0.101,4.6,195.4,675.21,184.06,85.77
F007784,352.4,23.0,4.4,52.2,10.3,411.87,15.2,7.18,0.09,0.12,8.17,308.25,45.33,245.7,148.41
F007785,100.6,19.8,4.5,5.1,0.0,531.12,51.22,3.79,9.33,0.373,8.29,94.08,232.96,209.31,115.36
F007786,160.7,2.9,4.8,25.1,0.0,1010.88,79.49,5.37,8.35,1.478,12.25,279.63,350.45,274.6,72.04
F007787,43.4,0.6,0.5,10.1,4.8,585.89,34.57,1.12,8.28,1.446,2.41,283.71,145.65,256.66,49.29
F007788,305.5,23.5,3.7,58.4,7.5,900.84,25.75,7.27,6.61,0.989,0.4,168.38,284.14,210.27,85.66
F007789,828.0,0.0,92.0,0.0,0.0,19.45,31.12,2.4,7.88,0.411,14.67,52.67,567.24,137.75,15.24
F007790,139.2,23.6,16.1,3.5,0.0,11.45,1.05,5.62,5.38,1.127,9.94,307.18,724.62,41.64,2.32
F007791,31.6,1.5,0.8,16.7,4.9,4.92,50.58,5.58,6.73,0.29,12.12,354.21,662.97,278.77,81.82
F007792,64.8,5.8,0.4,18.2,5.2,959.37,65.63,0.35,9.34,1.105,13.76,191.68,286.91,184.06,94.77
F007793,59.2,1.6,1.9,24.0,0.0,1112.65,8.93,4.74,5.07,0.217,0.22,269.28,109.06,89.6,3.34
F007794,124.3,4.5,3.6,47.1,0.0,174.64,29.65,1.84,1.76,1.342,13.75,243.41,115.11,220.82,80.15
F007795,93.8,0.4,0.8,14.0,4.7,757.53,8.98,0.06,0.91,0.925,11.96,134.25,460.79,259.89,139.09
